Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Domain,Domain Category,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE  -  <b>VALUE</b>","SUGARBEETS - YIELD, MEASURED IN TONS / ACRE  -  <b>CV (%)</b>"
SURVEY,1937.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,11.60,
SURVEY,1936.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,11.60,
SURVEY,1935.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,10.40,
SURVEY,1934.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,9.80,
SURVEY,1933.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,11.20,
SURVEY,1932.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,11.90,
SURVEY,1931.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,11.10,
SURVEY,1930.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,11.90,
SURVEY,1929.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,10.60,
SURVEY,1928.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,11.00,
SURVEY,1927.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,10.80,
SURVEY,1926.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,10.70,
SURVEY,1925.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,11.40,
SURVEY,1924.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,9.20,
SURVEY,1923.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,10.70,
SURVEY,1922.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,9.80,
SURVEY,1921.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,9.50,
SURVEY,1920.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,9.80,
SURVEY,1919.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,9.30,
SURVEY,1918.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,10.00,
SURVEY,1917.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,9.00,
SURVEY,1916.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,9.40,
SURVEY,1915.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,10.70,
SURVEY,1914.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,11.60,
SURVEY,1913.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,10.10,
SURVEY,1912.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,10.20,
SURVEY,1911.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,10.70,
SURVEY,1910.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,10.40,
SURVEY,1909.00,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,SUGARBEETS,TOTAL,NOT SPECIFIED,10.10,
