"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","SUGARBEETS - YIELD, MEASURED IN TONS / ACRE  -  <b>VALUE</b>","SUGARBEETS - YIELD, MEASURED IN TONS / ACRE  -  <b>CV (%)</b>"
"SURVEY","1992","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","20.6",""
"SURVEY","1991","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","20.3",""
"SURVEY","1990","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","20",""
"SURVEY","1989","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","19.4",""
"SURVEY","1988","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","19.1",""
"SURVEY","1987","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","22.4",""
"SURVEY","1986","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","21.1",""
"SURVEY","1985","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","20.4",""
"SURVEY","1984","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","20.2",""
"SURVEY","1983","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","19.9",""
"SURVEY","1982","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","20.3",""
"SURVEY","1981","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","22.4",""
"SURVEY","1980","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","19.8",""
"SURVEY","1979","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","19.6",""
"SURVEY","1978","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","20.3",""
"SURVEY","1977","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","20.6",""
"SURVEY","1976","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","19.9",""
"SURVEY","1975","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","19.6",""
"SURVEY","1974","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","18.2",""
"SURVEY","1973","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","20.1",""
"SURVEY","1972","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","21.4",""
"SURVEY","1971","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","20.2",""
"SURVEY","1970","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","18.7",""
"SURVEY","1969","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","18",""
"SURVEY","1968","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","18",""
"SURVEY","1967","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","17.1",""
"SURVEY","1966","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","17.5",""
"SURVEY","1965","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","16.8",""
"SURVEY","1964","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","16.8",""
"SURVEY","1963","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","18.9",""
"SURVEY","1962","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","16.5",""
"SURVEY","1961","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","16.4",""
"SURVEY","1960","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","17.2",""
"SURVEY","1959","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","18.8",""
"SURVEY","1958","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","17",""
"SURVEY","1957","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","17.7",""
"SURVEY","1956","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","16.6",""
"SURVEY","1955","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","16.5",""
"SURVEY","1954","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","16.1",""
"SURVEY","1953","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","16.2",""
"SURVEY","1952","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","15.3",""
"SURVEY","1951","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","15.1",""
"SURVEY","1950","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","14.6",""
"SURVEY","1949","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","14.8",""
"SURVEY","1948","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","13.6",""
"SURVEY","1947","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","14.2",""
"SURVEY","1946","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","13.2",""
"SURVEY","1945","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","12.1",""
"SURVEY","1944","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","12.1",""
"SURVEY","1943","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","11.9",""
"SURVEY","1942","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","12.2",""
"SURVEY","1941","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","13.7",""
"SURVEY","1940","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","13.4",""
"SURVEY","1939","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","11.7",""
"SURVEY","1938","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","12.4",""
"SURVEY","1937","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","11.6",""
"SURVEY","1936","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","11.6",""
"SURVEY","1935","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","10.4",""
"SURVEY","1934","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","9.8",""
"SURVEY","1933","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","11.2",""
"SURVEY","1932","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","11.9",""
"SURVEY","1931","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","11.1",""
"SURVEY","1930","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","11.9",""
"SURVEY","1929","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","10.6",""
"SURVEY","1928","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","11",""
"SURVEY","1927","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","10.8",""
"SURVEY","1926","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","10.7",""
"SURVEY","1925","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","11.4",""
"SURVEY","1924","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","9.2",""
"SURVEY","1923","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","10.7",""
"SURVEY","1922","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","9.8",""
"SURVEY","1921","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","9.5",""
"SURVEY","1920","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","9.8",""
"SURVEY","1919","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","9.3",""
"SURVEY","1918","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","10",""
"SURVEY","1917","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","9",""
"SURVEY","1916","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","9.4",""
"SURVEY","1915","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","10.7",""
"SURVEY","1914","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","11.6",""
"SURVEY","1913","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","10.1",""
"SURVEY","1912","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","10.2",""
"SURVEY","1911","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","10.7",""
"SURVEY","1910","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","10.4",""
"SURVEY","1909","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","SUGARBEETS","TOTAL","NOT SPECIFIED","10.1",""
